type_arrow,layout,type_label,type_color,model,prompt_strategy,mean_mae,mean_similarity
directed,spring,label,constant_color,qwen-2-vl-72b-instruct,cot,0.6489880952380952,0.8268144437262084
directed,spring,label,constant_color,qwen-2-vl-72b-instruct,zeroshot,0.7230357142857142,0.8839768099547513
directed,spring,label,constant_color,gemini-pro-1.5,cot,0.7811904761904762,0.9210432557638442
directed,spring,label,constant_color,gemini-pro-1.5,zeroshot,0.816607142857143,0.9312386159592043
directed,spring,label,constant_color,gpt-4o-2024-08-06,cot,0.8422023809523809,0.9383776036055448
directed,spring,label,constant_color,gpt-4o-2024-08-06,zeroshot,0.8405952380952382,0.9324566005889535
directed,spring,label,constant_color,pixtral-12b,cot,0.7383928571428571,0.8869889301874597
directed,spring,label,constant_color,pixtral-12b,zeroshot,0.7295833333333335,0.8936074301515478
directed,spring,label,constant_color,llama-3.2-90b-vision-instruct,cot,0.5895238095238096,0.8320871938518998
directed,spring,label,constant_color,llama-3.2-90b-vision-instruct,zeroshot,0.5798809523809524,0.7509675536881419
directed,shell,unlabel,random_color,claude-3.5-sonnet,cot,0.8285414585414586,0.9274697622844246
directed,shell,unlabel,random_color,claude-3.5-sonnet,zeroshot,0.7445471195471196,0.8926128198595051
directed,shell,unlabel,random_color,qwen-2-vl-72b-instruct,cot,0.6267626817626818,0.8206961765519447
directed,shell,unlabel,random_color,qwen-2-vl-72b-instruct,zeroshot,0.5912215562215561,0.8097728169775215
directed,shell,unlabel,random_color,gemini-pro-1.5,cot,0.8449839049839051,0.9416885286943504
directed,shell,unlabel,random_color,gemini-pro-1.5,zeroshot,0.8488300588300591,0.9495146156508723
directed,shell,unlabel,random_color,gpt-4o-2024-08-06,cot,0.6644133644133643,0.8353532537817099
directed,shell,unlabel,random_color,gpt-4o-2024-08-06,zeroshot,0.5913741813741813,0.8249250816767475
directed,shell,unlabel,random_color,pixtral-12b,cot,0.3531168831168831,0.6510214838443739
directed,shell,unlabel,random_color,pixtral-12b,zeroshot,0.7176023976023976,0.8582788258764162
directed,shell,unlabel,random_color,llama-3.2-90b-vision-instruct,cot,0.7503302253302253,0.8811252457328645
directed,shell,unlabel,random_color,llama-3.2-90b-vision-instruct,zeroshot,0.7371123321123322,0.8840874974791888
directed,shell,unlabel,constant_color,claude-3.5-sonnet,cot,0.8081361693861695,0.9162086057535141
directed,shell,unlabel,constant_color,claude-3.5-sonnet,zeroshot,0.7839869852369852,0.9106696133449566
directed,shell,unlabel,constant_color,qwen-2-vl-72b-instruct,cot,0.41789044289044297,0.6667603111038465
directed,shell,unlabel,constant_color,qwen-2-vl-72b-instruct,zeroshot,0.5187140637140637,0.7988387454142604
directed,shell,unlabel,constant_color,gemini-pro-1.5,cot,0.8000271950271951,0.9374062057317207
directed,shell,unlabel,constant_color,gemini-pro-1.5,zeroshot,0.7912393162393163,0.9317871581126731
directed,shell,unlabel,constant_color,gpt-4o-2024-08-06,cot,0.629036519036519,0.8224025734626421
directed,shell,unlabel,constant_color,gpt-4o-2024-08-06,zeroshot,0.5935975135975136,0.8050721822672624
directed,shell,unlabel,constant_color,pixtral-12b,cot,0.6197319347319348,0.8497296592931607
directed,shell,unlabel,constant_color,pixtral-12b,zeroshot,0.6090928515928515,0.8347758572155026
directed,shell,unlabel,constant_color,llama-3.2-90b-vision-instruct,cot,0.5738694638694639,0.7687958937198068
directed,shell,unlabel,constant_color,llama-3.2-90b-vision-instruct,zeroshot,0.5982177544677545,0.7989197450147107
directed,shell,label,random_color,claude-3.5-sonnet,cot,0.7904166666666667,0.9269394167923581
directed,shell,label,random_color,claude-3.5-sonnet,zeroshot,0.7425595238095238,0.9264889848713377
directed,shell,label,random_color,qwen-2-vl-72b-instruct,cot,0.502202380952381,0.791442479089538
directed,shell,label,random_color,qwen-2-vl-72b-instruct,zeroshot,0.44238095238095243,0.7771421225832991
directed,shell,label,random_color,gemini-pro-1.5,cot,0.8794642857142858,0.9682629462041227
directed,shell,label,random_color,gemini-pro-1.5,zeroshot,0.8551785714285713,0.9573805932629462
directed,shell,label,random_color,gpt-4o-2024-08-06,cot,0.6814285714285716,0.904074454956808
directed,shell,label,random_color,gpt-4o-2024-08-06,zeroshot,0.5622023809523811,0.8647230220759632
directed,shell,label,random_color,pixtral-12b,cot,0.6142857142857142,0.8552110471228118
directed,shell,label,random_color,pixtral-12b,zeroshot,0.4546428571428572,0.7733483020247726
directed,shell,label,random_color,llama-3.2-90b-vision-instruct,cot,0.6916071428571429,0.8960704328351389
directed,shell,label,random_color,llama-3.2-90b-vision-instruct,zeroshot,0.712202380952381,0.9057700306229719
directed,shell,label,constant_color,claude-3.5-sonnet,cot,0.8754147812971343,0.933716162386643
directed,shell,label,constant_color,claude-3.5-sonnet,zeroshot,0.8587405731523379,0.9247636664124077
directed,shell,label,constant_color,qwen-2-vl-72b-instruct,cot,0.7520588235294118,0.8622215865751335
directed,shell,label,constant_color,qwen-2-vl-72b-instruct,zeroshot,0.7353167420814479,0.8525478854140183
directed,shell,label,constant_color,gemini-pro-1.5,cot,0.8798944193061841,0.9370897533689295
directed,shell,label,constant_color,gemini-pro-1.5,zeroshot,0.8965610859728507,0.9449844902110348
directed,shell,label,constant_color,gpt-4o-2024-08-06,cot,0.8030718954248368,0.8936926858208324
directed,shell,label,constant_color,gpt-4o-2024-08-06,zeroshot,0.653954248366013,0.8154227053140097
directed,shell,label,constant_color,pixtral-12b,cot,0.6908421317244846,0.8371635308076956
directed,shell,label,constant_color,pixtral-12b,zeroshot,0.6859477124183007,0.8240922959572845
directed,shell,label,constant_color,llama-3.2-90b-vision-instruct,cot,0.7796606334841629,0.8820959827103992
directed,shell,label,constant_color,llama-3.2-90b-vision-instruct,zeroshot,0.7952589240824535,0.8879644037630309
undirected,spiral,unlabel,random_color,claude-3.5-sonnet,cot,0.8551785714285713,0.938046218487395
undirected,spiral,unlabel,random_color,claude-3.5-sonnet,zeroshot,0.7744805194805195,0.9103326330532212
undirected,spiral,unlabel,random_color,qwen-2-vl-72b-instruct,cot,0.4392857142857142,0.6892250233426704
undirected,spiral,unlabel,random_color,qwen-2-vl-72b-instruct,zeroshot,0.3658279220779221,0.6838550420168068
undirected,spiral,unlabel,random_color,gemini-pro-1.5,cot,0.8770779220779221,0.9492261904761904
undirected,spiral,unlabel,random_color,gemini-pro-1.5,zeroshot,0.7762662337662338,0.909325396825397
undirected,spiral,unlabel,random_color,gpt-4o-2024-08-06,cot,0.6837662337662338,0.8934932306255838
undirected,spiral,unlabel,random_color,gpt-4o-2024-08-06,zeroshot,0.5060714285714286,0.8078092903828198
undirected,spiral,unlabel,random_color,pixtral-12b,cot,0.6510389610389611,0.8122327264239029
undirected,spiral,unlabel,random_color,pixtral-12b,zeroshot,0.6323376623376624,0.8463352007469656
undirected,spiral,unlabel,random_color,llama-3.2-90b-vision-instruct,cot,0.6672564935064935,0.8837453314659196
undirected,spiral,unlabel,random_color,llama-3.2-90b-vision-instruct,zeroshot,0.7202272727272727,0.8687254901960785
undirected,spiral,unlabel,constant_color,claude-3.5-sonnet,cot,0.7470436507936509,0.9091142732396602
undirected,spiral,unlabel,constant_color,claude-3.5-sonnet,zeroshot,0.7078968253968254,0.9013411261940674
undirected,spiral,unlabel,constant_color,qwen-2-vl-72b-instruct,cot,0.5666269841269841,0.8118568574528325
undirected,spiral,unlabel,constant_color,qwen-2-vl-72b-instruct,zeroshot,0.496765873015873,0.810971924532296
undirected,spiral,unlabel,constant_color,gemini-pro-1.5,cot,0.8061309523809523,0.945036450477627
undirected,spiral,unlabel,constant_color,gemini-pro-1.5,zeroshot,0.8469047619047618,0.952885872297637
undirected,spiral,unlabel,constant_color,gpt-4o-2024-08-06,cot,0.3150793650793651,0.7471802148659734
undirected,spiral,unlabel,constant_color,gpt-4o-2024-08-06,zeroshot,0.4179166666666667,0.7907804106797914
undirected,spiral,unlabel,constant_color,pixtral-12b,cot,0.5548015873015875,0.8366174485988728
undirected,spiral,unlabel,constant_color,pixtral-12b,zeroshot,0.35581349206349205,0.7706183350533196
undirected,spiral,unlabel,constant_color,llama-3.2-90b-vision-instruct,cot,0.620218253968254,0.7358273795348099
undirected,spiral,unlabel,constant_color,llama-3.2-90b-vision-instruct,zeroshot,0.5882738095238096,0.7460016935249133
undirected,spiral,label,random_color,claude-3.5-sonnet,cot,0.6840476190476189,0.9119530443756447
undirected,spiral,label,random_color,claude-3.5-sonnet,zeroshot,0.6723809523809524,0.9056068905294911
undirected,spiral,label,random_color,qwen-2-vl-72b-instruct,cot,0.44793650793650797,0.8167486486681532
undirected,spiral,label,random_color,qwen-2-vl-72b-instruct,zeroshot,0.3464285714285715,0.7913639069908419
undirected,spiral,label,random_color,gemini-pro-1.5,cot,0.6351587301587303,0.8974599110899419
undirected,spiral,label,random_color,gemini-pro-1.5,zeroshot,0.5612698412698414,0.8849200386816485
undirected,spiral,label,random_color,gpt-4o-2024-08-06,cot,0.5334126984126984,0.8798655343624384
undirected,spiral,label,random_color,gpt-4o-2024-08-06,zeroshot,0.6296825396825396,0.8719690113807761
undirected,spiral,label,random_color,pixtral-12b,cot,0.5637301587301587,0.8685160608225624
undirected,spiral,label,random_color,pixtral-12b,zeroshot,0.38920634920634917,0.7806170119869809
undirected,spiral,label,random_color,llama-3.2-90b-vision-instruct,cot,0.574047619047619,0.8688949749940462
undirected,spiral,label,random_color,llama-3.2-90b-vision-instruct,zeroshot,0.47214285714285714,0.3643880938462983
undirected,spiral,label,constant_color,claude-3.5-sonnet,cot,0.5366666666666667,0.8701274744347499
undirected,spiral,label,constant_color,claude-3.5-sonnet,zeroshot,0.5185714285714286,0.855530420302092
undirected,spiral,label,constant_color,qwen-2-vl-72b-instruct,cot,0.6491269841269842,0.8986017098226851
undirected,spiral,label,constant_color,qwen-2-vl-72b-instruct,zeroshot,0.4548412698412698,0.8029944764987335
undirected,spiral,label,constant_color,gemini-pro-1.5,cot,0.6533333333333334,0.8916585749132186
undirected,spiral,label,constant_color,gemini-pro-1.5,zeroshot,0.5549999999999999,0.8749191411014167
undirected,spiral,label,constant_color,gpt-4o-2024-08-06,cot,0.6128571428571429,0.887672741345342
undirected,spiral,label,constant_color,gpt-4o-2024-08-06,zeroshot,0.6411111111111112,0.8961073388685618
undirected,spiral,label,constant_color,pixtral-12b,cot,0.5518253968253968,0.8251271812552773
undirected,spiral,label,constant_color,pixtral-12b,zeroshot,0.37253968253968256,0.7366652007693029
undirected,spiral,label,constant_color,llama-3.2-90b-vision-instruct,cot,0.699047619047619,0.8914795595271603
undirected,spiral,label,constant_color,llama-3.2-90b-vision-instruct,zeroshot,0.6168253968253968,0.8783361478562716
undirected,random,unlabel,random_color,claude-3.5-sonnet,cot,0.7071969696969698,0.8821557682083998
undirected,random,unlabel,random_color,claude-3.5-sonnet,zeroshot,0.7207070707070706,0.8899460773144984
undirected,random,unlabel,random_color,qwen-2-vl-72b-instruct,cot,0.44431818181818183,0.7403846738057265
undirected,random,unlabel,random_color,qwen-2-vl-72b-instruct,zeroshot,0.6105429292929293,0.8391216678058784
undirected,random,unlabel,random_color,gemini-pro-1.5,cot,0.8013888888888889,0.9437195260879472
undirected,random,unlabel,random_color,gemini-pro-1.5,zeroshot,0.8013888888888889,0.9437195260879472
undirected,random,unlabel,random_color,gpt-4o-2024-08-06,cot,0.6674873737373738,0.8773847497531708
undirected,random,unlabel,random_color,gpt-4o-2024-08-06,zeroshot,0.6128156565656565,0.83319662793347
undirected,random,unlabel,random_color,pixtral-12b,cot,0.42316919191919194,0.7681404268246375
undirected,random,unlabel,random_color,pixtral-12b,zeroshot,0.6863636363636363,0.8446487430697956
undirected,random,unlabel,random_color,llama-3.2-90b-vision-instruct,cot,0.5711489898989899,0.762179311916154
undirected,random,unlabel,random_color,llama-3.2-90b-vision-instruct,zeroshot,0.6713383838383838,0.8707704868231183
undirected,random,unlabel,constant_color,claude-3.5-sonnet,cot,0.7336904761904763,0.8867119320737741
undirected,random,unlabel,constant_color,claude-3.5-sonnet,zeroshot,0.7406349206349208,0.894256072874494
undirected,random,unlabel,constant_color,qwen-2-vl-72b-instruct,cot,0.6686111111111112,0.8628236054880791
undirected,random,unlabel,constant_color,qwen-2-vl-72b-instruct,zeroshot,0.5797222222222221,0.8295743364822312
undirected,random,unlabel,constant_color,gemini-pro-1.5,cot,0.8376190476190477,0.9407498313090418
undirected,random,unlabel,constant_color,gemini-pro-1.5,zeroshot,0.8237301587301588,0.9331182523616735
undirected,random,unlabel,constant_color,gpt-4o-2024-08-06,cot,0.6938293650793652,0.891460301394512
undirected,random,unlabel,constant_color,gpt-4o-2024-08-06,zeroshot,0.5334722222222223,0.8353711201079623
undirected,random,unlabel,constant_color,pixtral-12b,cot,0.7146626984126984,0.8905187246963562
undirected,random,unlabel,constant_color,pixtral-12b,zeroshot,0.7119246031746032,0.8976835919928025
undirected,random,unlabel,constant_color,llama-3.2-90b-vision-instruct,cot,0.5923611111111111,0.8355111336032388
undirected,random,unlabel,constant_color,llama-3.2-90b-vision-instruct,zeroshot,0.5115873015873016,0.6795689946018894
undirected,random,label,random_color,claude-3.5-sonnet,cot,0.8389880952380953,0.9305768640114616
undirected,random,label,random_color,claude-3.5-sonnet,zeroshot,0.7669841269841269,0.9105877793087546
undirected,random,label,random_color,qwen-2-vl-72b-instruct,cot,0.7251984126984128,0.9081745960867478
undirected,random,label,random_color,qwen-2-vl-72b-instruct,zeroshot,0.7823214285714286,0.9213626827249121
undirected,random,label,random_color,gemini-pro-1.5,cot,0.8270238095238096,0.9454754580644675
undirected,random,label,random_color,gemini-pro-1.5,zeroshot,0.8677777777777778,0.9605845543345545
undirected,random,label,random_color,gpt-4o-2024-08-06,cot,0.732936507936508,0.9157366786120656
undirected,random,label,random_color,gpt-4o-2024-08-06,zeroshot,0.7749603174603175,0.9279708202444269
undirected,random,label,random_color,pixtral-12b,cot,0.5732738095238095,0.817516401297361
undirected,random,label,random_color,pixtral-12b,zeroshot,0.5390079365079365,0.839761921300234
undirected,random,label,random_color,llama-3.2-90b-vision-instruct,cot,0.6639285714285713,0.848594960251307
undirected,random,label,random_color,llama-3.2-90b-vision-instruct,zeroshot,0.6624404761904762,0.8725699713083614
undirected,random,label,constant_color,claude-3.5-sonnet,cot,0.675485347985348,0.9109429562618923
undirected,random,label,constant_color,claude-3.5-sonnet,zeroshot,0.683501221001221,0.9137280439811905
undirected,random,label,constant_color,qwen-2-vl-72b-instruct,cot,0.6055647130647132,0.8702045718392973
undirected,random,label,constant_color,qwen-2-vl-72b-instruct,zeroshot,0.6704456654456654,0.9059980218103789
undirected,random,label,constant_color,gemini-pro-1.5,cot,0.6928205128205128,0.9195238409569073
undirected,random,label,constant_color,gemini-pro-1.5,zeroshot,0.7388583638583639,0.922961102589249
undirected,random,label,constant_color,gpt-4o-2024-08-06,cot,0.5790964590964591,0.8593524415134827
undirected,random,label,constant_color,gpt-4o-2024-08-06,zeroshot,0.7095299145299145,0.9063276607069513
undirected,random,label,constant_color,pixtral-12b,cot,0.5530311355311355,0.8606875728200098
undirected,random,label,constant_color,pixtral-12b,zeroshot,0.49706349206349215,0.8473569741661848
undirected,random,label,constant_color,llama-3.2-90b-vision-instruct,cot,0.619435286935287,0.863261231045842
undirected,random,label,constant_color,llama-3.2-90b-vision-instruct,zeroshot,0.5920879120879122,0.7737443472812466
undirected,spectral,unlabel,random_color,claude-3.5-sonnet,cot,0.41248543123543124,0.766853906430313
undirected,spectral,unlabel,random_color,claude-3.5-sonnet,zeroshot,0.44400349650349646,0.7776023457928829
undirected,spectral,unlabel,random_color,qwen-2-vl-72b-instruct,cot,0.6495679320679322,0.8670836702726088
undirected,spectral,unlabel,random_color,qwen-2-vl-72b-instruct,zeroshot,0.5984802697302698,0.7873618438963708
undirected,spectral,unlabel,random_color,gemini-pro-1.5,cot,0.5488007825507826,0.8052868760253672
undirected,spectral,unlabel,random_color,gemini-pro-1.5,zeroshot,0.530302614052614,0.8108931862752196
undirected,spectral,unlabel,random_color,gpt-4o-2024-08-06,cot,0.5973992673992674,0.8509644745706127
undirected,spectral,unlabel,random_color,gpt-4o-2024-08-06,zeroshot,0.6830910755910756,0.8776945885529646
undirected,spectral,unlabel,random_color,pixtral-12b,cot,0.44443056943056936,0.7481396423979543
undirected,spectral,unlabel,random_color,pixtral-12b,zeroshot,0.4698459873459873,0.7626310051485883
undirected,spectral,unlabel,random_color,llama-3.2-90b-vision-instruct,cot,0.3201652514152514,0.6709914515365283
undirected,spectral,unlabel,random_color,llama-3.2-90b-vision-instruct,zeroshot,0.43868631368631367,0.7537852946996171
undirected,spectral,unlabel,constant_color,claude-3.5-sonnet,cot,0.34248015873015875,0.7011127980206928
undirected,spectral,unlabel,constant_color,claude-3.5-sonnet,zeroshot,0.3898611111111111,0.7242236577491996
undirected,spectral,unlabel,constant_color,qwen-2-vl-72b-instruct,cot,0.40501984126984125,0.7156147462358763
undirected,spectral,unlabel,constant_color,qwen-2-vl-72b-instruct,zeroshot,0.3655952380952381,0.6295238449630863
undirected,spectral,unlabel,constant_color,gemini-pro-1.5,cot,0.3784126984126984,0.6962035272948586
undirected,spectral,unlabel,constant_color,gemini-pro-1.5,zeroshot,0.3871428571428571,0.7062525469027017
undirected,spectral,unlabel,constant_color,gpt-4o-2024-08-06,cot,0.5515873015873016,0.7854329569209599
undirected,spectral,unlabel,constant_color,gpt-4o-2024-08-06,zeroshot,0.5818650793650794,0.8051697990262232
undirected,spectral,unlabel,constant_color,pixtral-12b,cot,0.43474206349206346,0.714189092641105
undirected,spectral,unlabel,constant_color,pixtral-12b,zeroshot,0.38888888888888895,0.6898830574740018
undirected,spectral,unlabel,constant_color,llama-3.2-90b-vision-instruct,cot,0.29926587301587304,0.6572399347728295
undirected,spectral,unlabel,constant_color,llama-3.2-90b-vision-instruct,zeroshot,0.31950396825396826,0.6146983574131408
undirected,spectral,label,random_color,claude-3.5-sonnet,cot,0.4797435897435898,0.7726086820031497
undirected,spectral,label,random_color,claude-3.5-sonnet,zeroshot,0.4958974358974359,0.7786847689596714
undirected,spectral,label,random_color,qwen-2-vl-72b-instruct,cot,0.4923626373626374,0.7191710588677711
undirected,spectral,label,random_color,qwen-2-vl-72b-instruct,zeroshot,0.5103418803418803,0.7979380110735945
undirected,spectral,label,random_color,gemini-pro-1.5,cot,0.5644200244200245,0.8186120483702595
undirected,spectral,label,random_color,gemini-pro-1.5,zeroshot,0.5798962148962149,0.8335243786870015
undirected,spectral,label,random_color,gpt-4o-2024-08-06,cot,0.614945054945055,0.8699735823135002
undirected,spectral,label,random_color,gpt-4o-2024-08-06,zeroshot,0.5883882783882783,0.8572967920321704
undirected,spectral,label,random_color,pixtral-12b,cot,0.37358363858363863,0.7267608349720007
undirected,spectral,label,random_color,pixtral-12b,zeroshot,0.5356532356532356,0.8067536567618678
undirected,spectral,label,random_color,llama-3.2-90b-vision-instruct,cot,0.4328388278388279,0.8018150325411565
undirected,spectral,label,random_color,llama-3.2-90b-vision-instruct,zeroshot,0.45357142857142857,0.7274224949569208
undirected,spectral,label,constant_color,claude-3.5-sonnet,cot,0.5289682539682541,0.8416899360958958
undirected,spectral,label,constant_color,claude-3.5-sonnet,zeroshot,0.5296031746031746,0.8505664046995316
undirected,spectral,label,constant_color,qwen-2-vl-72b-instruct,cot,0.6315079365079365,0.8351895788679844
undirected,spectral,label,constant_color,qwen-2-vl-72b-instruct,zeroshot,0.6422222222222222,0.8918612070334208
undirected,spectral,label,constant_color,gemini-pro-1.5,cot,0.6442857142857144,0.8902839961895689
undirected,spectral,label,constant_color,gemini-pro-1.5,zeroshot,0.6292857142857142,0.8844506628562355
undirected,spectral,label,constant_color,gpt-4o-2024-08-06,cot,0.7487301587301587,0.9284562792728426
undirected,spectral,label,constant_color,gpt-4o-2024-08-06,zeroshot,0.7468253968253968,0.934979657855045
undirected,spectral,label,constant_color,pixtral-12b,cot,0.5424603174603175,0.858347572834802
undirected,spectral,label,constant_color,pixtral-12b,zeroshot,0.5858730158730159,0.8685701952845916
undirected,spectral,label,constant_color,llama-3.2-90b-vision-instruct,cot,0.3602380952380952,0.7762596749226007
undirected,spectral,label,constant_color,llama-3.2-90b-vision-instruct,zeroshot,0.37277777777777776,0.7267903568309915
undirected,circular,unlabel,random_color,claude-3.5-sonnet,cot,0.576417748917749,0.8771339526486586
undirected,circular,unlabel,random_color,claude-3.5-sonnet,zeroshot,0.5840854978354979,0.8765676235529176
undirected,circular,unlabel,random_color,qwen-2-vl-72b-instruct,cot,0.35059523809523807,0.7012494735656501
undirected,circular,unlabel,random_color,qwen-2-vl-72b-instruct,zeroshot,0.2857142857142857,0.6161459496385968
undirected,circular,unlabel,random_color,gemini-pro-1.5,cot,0.5660443722943723,0.8748775693260988
undirected,circular,unlabel,random_color,gemini-pro-1.5,zeroshot,0.6682088744588744,0.8999383133206662
undirected,circular,unlabel,random_color,gpt-4o-2024-08-06,cot,0.36898809523809517,0.7916050901712668
undirected,circular,unlabel,random_color,gpt-4o-2024-08-06,zeroshot,0.381780303030303,0.7929059053691407
undirected,circular,unlabel,random_color,pixtral-12b,cot,0.22746753246753246,0.6641529956971135
undirected,circular,unlabel,random_color,pixtral-12b,zeroshot,0.28231601731601735,0.7067114625570509
undirected,circular,unlabel,random_color,llama-3.2-90b-vision-instruct,cot,0.7855357142857143,0.9366296775120304
undirected,circular,unlabel,random_color,llama-3.2-90b-vision-instruct,zeroshot,0.48643939393939384,0.7103595709845709
undirected,circular,unlabel,constant_color,claude-3.5-sonnet,cot,0.6081818181818182,0.8582463369963371
undirected,circular,unlabel,constant_color,claude-3.5-sonnet,zeroshot,0.5581818181818182,0.8513415750915752
undirected,circular,unlabel,constant_color,qwen-2-vl-72b-instruct,cot,0.6102272727272727,0.8431043956043958
undirected,circular,unlabel,constant_color,qwen-2-vl-72b-instruct,zeroshot,0.2539393939393939,0.6997229853479854
undirected,circular,unlabel,constant_color,gemini-pro-1.5,cot,0.7250000000000001,0.9303296703296702
undirected,circular,unlabel,constant_color,gemini-pro-1.5,zeroshot,0.7416666666666667,0.9261630036630037
undirected,circular,unlabel,constant_color,gpt-4o-2024-08-06,cot,0.40242424242424246,0.799356684981685
undirected,circular,unlabel,constant_color,gpt-4o-2024-08-06,zeroshot,0.41848484848484857,0.8075274725274724
undirected,circular,unlabel,constant_color,pixtral-12b,cot,0.5476515151515151,0.8590361721611721
undirected,circular,unlabel,constant_color,pixtral-12b,zeroshot,0.34613636363636363,0.7775526556776556
undirected,circular,unlabel,constant_color,llama-3.2-90b-vision-instruct,cot,0.5943939393939395,0.8650251831501832
undirected,circular,unlabel,constant_color,llama-3.2-90b-vision-instruct,zeroshot,0.5706818181818181,0.8069574175824175
undirected,circular,label,random_color,claude-3.5-sonnet,cot,0.5274206349206348,0.8205209266567625
undirected,circular,label,random_color,claude-3.5-sonnet,zeroshot,0.5029761904761905,0.8129540929057184
undirected,circular,label,random_color,qwen-2-vl-72b-instruct,cot,0.23660714285714288,0.5585110471314032
undirected,circular,label,random_color,qwen-2-vl-72b-instruct,zeroshot,0.30089285714285713,0.6658740885017975
undirected,circular,label,random_color,gemini-pro-1.5,cot,0.5857738095238096,0.8573493074692765
undirected,circular,label,random_color,gemini-pro-1.5,zeroshot,0.5869444444444445,0.8540775557861471
undirected,circular,label,random_color,gpt-4o-2024-08-06,cot,0.7035317460317461,0.883788661888507
undirected,circular,label,random_color,gpt-4o-2024-08-06,zeroshot,0.7896031746031745,0.9269441845564137
undirected,circular,label,random_color,pixtral-12b,cot,0.3882539682539682,0.744695498644802
undirected,circular,label,random_color,pixtral-12b,zeroshot,0.38388888888888884,0.7523171380563022
undirected,circular,label,random_color,llama-3.2-90b-vision-instruct,cot,0.5231150793650794,0.7589708882878388
undirected,circular,label,random_color,llama-3.2-90b-vision-instruct,zeroshot,0.7211111111111111,0.8921231434544128
undirected,circular,label,constant_color,claude-3.5-sonnet,cot,0.6191468253968254,0.8633710808884958
undirected,circular,label,constant_color,claude-3.5-sonnet,zeroshot,0.5748412698412698,0.8441422797189052
undirected,circular,label,constant_color,qwen-2-vl-72b-instruct,cot,0.42380952380952375,0.6729567484888692
undirected,circular,label,constant_color,qwen-2-vl-72b-instruct,zeroshot,0.4721428571428571,0.7538793675364882
undirected,circular,label,constant_color,gemini-pro-1.5,cot,0.5939285714285714,0.8536462172588335
undirected,circular,label,constant_color,gemini-pro-1.5,zeroshot,0.6239285714285714,0.8653128839255
undirected,circular,label,constant_color,gpt-4o-2024-08-06,cot,0.5860317460317461,0.8232369219617672
undirected,circular,label,constant_color,gpt-4o-2024-08-06,zeroshot,0.6392857142857142,0.8682149614231657
undirected,circular,label,constant_color,pixtral-12b,cot,0.5208333333333334,0.7413417121234459
undirected,circular,label,constant_color,pixtral-12b,zeroshot,0.3729166666666667,0.6934720379379822
undirected,circular,label,constant_color,llama-3.2-90b-vision-instruct,cot,0.7890079365079365,0.9173967393975136
undirected,circular,label,constant_color,llama-3.2-90b-vision-instruct,zeroshot,0.6872222222222222,0.8198955722639933
undirected,kamada,unlabel,random_color,claude-3.5-sonnet,cot,0.605448717948718,0.8862085240274601
undirected,kamada,unlabel,random_color,claude-3.5-sonnet,zeroshot,0.6062820512820513,0.8820167947041517
undirected,kamada,unlabel,random_color,qwen-2-vl-72b-instruct,cot,0.7486752136752137,0.919671665576986
undirected,kamada,unlabel,random_color,qwen-2-vl-72b-instruct,zeroshot,0.630897435897436,0.8819414024190912
undirected,kamada,unlabel,random_color,gemini-pro-1.5,cot,0.7356837606837606,0.9214889124986382
undirected,kamada,unlabel,random_color,gemini-pro-1.5,zeroshot,0.8133760683760685,0.948217690966547
undirected,kamada,unlabel,random_color,gpt-4o-2024-08-06,cot,0.8080555555555555,0.9537546992481204
undirected,kamada,unlabel,random_color,gpt-4o-2024-08-06,zeroshot,0.8328632478632481,0.9513116350659259
undirected,kamada,unlabel,random_color,pixtral-12b,cot,0.5448504273504273,0.8174036994660565
undirected,kamada,unlabel,random_color,pixtral-12b,zeroshot,0.7722649572649573,0.9244504603901056
undirected,kamada,unlabel,random_color,llama-3.2-90b-vision-instruct,cot,0.3881196581196581,0.781654475863572
undirected,kamada,unlabel,random_color,llama-3.2-90b-vision-instruct,zeroshot,0.6123290598290598,0.8569072136863898
undirected,kamada,unlabel,constant_color,claude-3.5-sonnet,cot,0.6962878787878788,0.9087095543345545
undirected,kamada,unlabel,constant_color,claude-3.5-sonnet,zeroshot,0.7482575757575757,0.9274826562326564
undirected,kamada,unlabel,constant_color,qwen-2-vl-72b-instruct,cot,0.6886363636363637,0.8577408008658007
undirected,kamada,unlabel,constant_color,qwen-2-vl-72b-instruct,zeroshot,0.6041666666666667,0.8452560633810634
undirected,kamada,unlabel,constant_color,gemini-pro-1.5,cot,0.8336742424242425,0.9406352675102676
undirected,kamada,unlabel,constant_color,gemini-pro-1.5,zeroshot,0.8378409090909091,0.9417541486291487
undirected,kamada,unlabel,constant_color,gpt-4o-2024-08-06,cot,0.8882196969696968,0.9510834998334999
undirected,kamada,unlabel,constant_color,gpt-4o-2024-08-06,zeroshot,0.7784469696969698,0.936698926073926
undirected,kamada,unlabel,constant_color,pixtral-12b,cot,0.7292424242424242,0.8819471500721502
undirected,kamada,unlabel,constant_color,pixtral-12b,zeroshot,0.7208333333333334,0.8817139110889111
undirected,kamada,unlabel,constant_color,llama-3.2-90b-vision-instruct,cot,0.5457954545454545,0.7956913225663226
undirected,kamada,unlabel,constant_color,llama-3.2-90b-vision-instruct,zeroshot,0.5445075757575758,0.7742476273726274
undirected,kamada,label,random_color,claude-3.5-sonnet,cot,0.7887445887445887,0.9167223230845523
undirected,kamada,label,random_color,claude-3.5-sonnet,zeroshot,0.797077922077922,0.9160230223852516
